,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Tot Deaths/1M pop
0,China,81340,+55,3292.0,5.0,74588.0,3460,1034.0,57.0,2.0
1,USA,85749,+314,1304.0,9.0,1868.0,82577,2122.0,259.0,4.0
2,Italy,80589,,8215.0,,10361.0,62013,3612.0,1333.0,136.0
3,Spain,64059,"+6,273",4858.0,493.0,9357.0,49844,4165.0,1370.0,104.0
4,Germany,47373,"+3,435",285.0,18.0,5673.0,41415,23.0,565.0,3.0
5,Iran,32332,"+2,926",2378.0,144.0,11133.0,18821,2893.0,385.0,28.0
6,France,29155,,1696.0,,4948.0,22511,3375.0,447.0,26.0
7,Switzerland,11951,+140,197.0,5.0,897.0,10857,203.0,1381.0,23.0
8,UK,11658,,578.0,,135.0,10945,163.0,172.0,9.0
9,S. Korea,9332,+91,139.0,8.0,4528.0,4665,59.0,182.0,3.0
10,Netherlands,7431,,434.0,,3.0,6994,761.0,434.0,25.0
11,Austria,7317,+408,58.0,9.0,225.0,7034,128.0,812.0,6.0
12,Belgium,7284,"+1,049",289.0,69.0,858.0,6137,690.0,628.0,25.0
13,Canada,4043,,39.0,,228.0,3776,120.0,107.0,1.0
14,Turkey,3629,,75.0,,26.0,3528,136.0,43.0,0.9
15,Portugal,3544,,60.0,,43.0,3441,61.0,348.0,6.0
16,Norway,3443,+71,16.0,2.0,6.0,3421,70.0,635.0,3.0
17,Australia,3180,+130,13.0,,170.0,2997,23.0,125.0,0.5
18,Israel,3035,+342,10.0,2.0,79.0,2946,49.0,351.0,1.0
19,Brazil,2988,+3,77.0,,6.0,2905,296.0,14.0,0.4
20,Sweden,2893,+53,77.0,,16.0,2800,214.0,286.0,8.0
21,Malaysia,2161,+130,26.0,3.0,259.0,1876,54.0,67.0,0.8
22,Czechia,2062,+137,9.0,,10.0,2043,34.0,193.0,0.8
23,Denmark,2010,+133,52.0,11.0,1.0,1957,94.0,347.0,9.0
24,Ireland,1819,,19.0,,5.0,1795,47.0,368.0,4.0
25,Luxembourg,1453,,9.0,,6.0,1438,3.0,2321.0,14.0
26,Ecuador,1403,,34.0,,3.0,1366,58.0,80.0,2.0
27,Japan,1387,,47.0,,359.0,981,57.0,11.0,0.4
28,Chile,1306,,4.0,,22.0,1280,7.0,68.0,0.2
29,Romania,1292,+263,24.0,1.0,115.0,1153,32.0,67.0,1.0
30,Pakistan,1252,+51,9.0,,23.0,1220,7.0,6.0,0.04
31,Poland,1244,+23,16.0,,7.0,1221,3.0,33.0,0.4
32,Thailand,1136,+91,5.0,1.0,97.0,1034,11.0,16.0,0.07
33,Indonesia,1046,+153,87.0,9.0,46.0,913,,4.0,0.3
34,Finland,1038,+80,5.0,,10.0,1023,24.0,187.0,0.9
35,Russia,1036,+196,3.0,,45.0,988,8.0,7.0,0.02
36,Saudi Arabia,1012,,3.0,,33.0,976,6.0,29.0,0.09
37,South Africa,927,,2.0,2.0,12.0,913,7.0,16.0,0.03
38,Greece,892,,27.0,,42.0,823,53.0,86.0,3.0
39,Philippines,803,+96,54.0,9.0,31.0,718,1.0,7.0,0.5
40,Iceland,802,,2.0,,82.0,718,11.0,2350.0,6.0
41,India,799,+72,20.0,,73.0,706,,0.6,0.01
42,Diamond Princess,712,,10.0,,597.0,105,15.0,,
43,Singapore,683,,2.0,,172.0,509,17.0,117.0,0.3
44,Panama,674,,9.0,,2.0,663,20.0,156.0,2.0
45,Slovenia,632,+70,9.0,3.0,10.0,613,14.0,304.0,4.0
46,Argentina,589,,12.0,,72.0,505,,13.0,0.3
47,Mexico,585,+110,8.0,2.0,4.0,573,1.0,5.0,0.06
48,Peru,580,,9.0,,14.0,557,14.0,18.0,0.3
49,Estonia,575,+37,1.0,,11.0,563,7.0,433.0,0.8
50,Croatia,551,+56,3.0,,37.0,511,14.0,134.0,0.7
51,Qatar,549,,,,43.0,506,6.0,191.0,
52,Hong Kong,518,+64,4.0,,111.0,403,5.0,69.0,0.5
53,Egypt,495,,24.0,,102.0,369,,5.0,0.2
54,Colombia,491,,6.0,,8.0,477,,10.0,0.1
55,Dominican Republic,488,,10.0,,3.0,475,,45.0,0.9
56,Bahrain,466,+8,4.0,,227.0,235,1.0,274.0,2.0
57,Iraq,458,+76,40.0,4.0,122.0,296,,11.0,1.0
58,Serbia,457,,8.0,1.0,15.0,434,21.0,52.0,0.9
59,Lebanon,391,+23,7.0,1.0,23.0,361,3.0,57.0,1.0
60,New Zealand,368,,,,37.0,331,1.0,76.0,
61,Algeria,367,,25.0,,29.0,313,,8.0,0.6
62,Lithuania,345,+46,5.0,1.0,1.0,339,2.0,127.0,2.0
63,UAE,333,,2.0,,52.0,279,2.0,34.0,0.2
64,Armenia,329,+39,1.0,,28.0,300,6.0,111.0,0.3
65,Hungary,300,+39,10.0,,34.0,256,6.0,31.0,1.0
66,Latvia,280,+36,,,1.0,279,,148.0,
67,Bulgaria,276,+12,3.0,,9.0,264,8.0,40.0,0.4
68,Morocco,275,,11.0,,8.0,256,1.0,7.0,0.3
69,Slovakia,269,+43,,,2.0,267,1.0,49.0,
70,Andorra,267,+43,3.0,,1.0,263,6.0,3456.0,39.0
71,Taiwan,267,+15,2.0,,30.0,235,,11.0,0.08
72,Uruguay,238,,,,,238,3.0,69.0,
73,Costa Rica,231,,2.0,,2.0,227,5.0,45.0,0.4
74,Bosnia and Herzegovina,230,+39,3.0,,5.0,222,1.0,70.0,0.9
