,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Tot Deaths/1M pop
49,Mexico,585,+110,8.0,2.0,4.0,573,1.0,5.0,0.06
50,Dominican Republic,581,+93,20.0,10.0,3.0,558,,54.0,2.0
51,Estonia,575,+37,1.0,,11.0,563,7.0,433.0,0.8
52,Qatar,562,+13,,,43.0,519,6.0,195.0,
53,Colombia,539,+48,6.0,,10.0,523,,11.0,0.1
54,Egypt,536,+41,30.0,6.0,116.0,390,,5.0,0.3
55,Serbia,528,+71,8.0,1.0,42.0,478,25.0,60.0,0.9
56,Hong Kong,518,+64,4.0,,111.0,403,5.0,69.0,0.5
57,Bahrain,466,+8,4.0,,227.0,235,1.0,274.0,2.0
58,Iraq,458,+76,40.0,4.0,122.0,296,,11.0,1.0
59,Algeria,409,+42,26.0,1.0,29.0,354,,9.0,0.6
60,UAE,405,+72,2.0,,52.0,351,2.0,41.0,0.2
61,Lebanon,391,+23,8.0,2.0,27.0,356,3.0,57.0,1.0
62,New Zealand,368,,,,37.0,331,1.0,76.0,
63,Lithuania,358,+59,5.0,1.0,1.0,352,2.0,132.0,2.0
64,Morocco,345,+70,23.0,12.0,11.0,311,1.0,9.0,0.6
65,Armenia,329,+39,1.0,,28.0,300,6.0,111.0,0.3
66,Ukraine,310,+114,5.0,,5.0,300,,7.0,0.1
67,Hungary,300,+39,10.0,,34.0,256,6.0,31.0,1.0
68,Bulgaria,293,+29,3.0,,9.0,281,8.0,42.0,0.4
69,Latvia,280,+36,,,1.0,279,,148.0,
70,Slovakia,269,+43,,,2.0,267,1.0,49.0,
71,Andorra,267,+43,3.0,,1.0,263,11.0,3456.0,39.0
72,Taiwan,267,+15,2.0,,30.0,235,,11.0,0.08
73,Costa Rica,263,+32,2.0,,3.0,258,5.0,52.0,0.4
74,Uruguay,238,,,,,238,3.0,69.0,
75,Bosnia and Herzegovina,237,+46,4.0,1.0,5.0,228,1.0,72.0,1.0
76,Jordan,235,+23,1.0,1.0,18.0,216,,23.0,0.1
77,Tunisia,227,+30,6.0,1.0,2.0,219,10.0,19.0,0.5
78,Kuwait,225,+17,,,57.0,168,11.0,53.0,
79,San Marino,223,+15,21.0,,4.0,198,12.0,6572.0,619.0
80,North Macedonia,219,+18,3.0,,3.0,213,1.0,105.0,1.0
81,Moldova,199,+22,2.0,1.0,2.0,195,33.0,49.0,0.5
82,Albania,186,+12,8.0,2.0,31.0,147,3.0,65.0,3.0
83,Burkina Faso,180,+28,9.0,2.0,12.0,159,,9.0,0.4
84,Azerbaijan,165,+43,3.0,,15.0,147,6.0,16.0,0.3
85,Vietnam,163,+10,,,20.0,143,3.0,2.0,
86,Cyprus,162,+16,5.0,2.0,15.0,142,3.0,134.0,4.0
87,Kazakhstan,150,+37,1.0,,3.0,146,,8.0,0.05
88,Réunion,145,+10,,,1.0,144,,162.0,
89,Faeroe Islands,144,+4,,,54.0,90,2.0,2947.0,
90,Malta,139,+5,,,2.0,137,1.0,315.0,
91,MS Zaandam,138,+138,4.0,4.0,,134,,,
92,Ghana,137,+5,4.0,,2.0,131,1.0,4.0,0.1
93,Oman,131,+22,,,23.0,108,,26.0,
94,Senegal,119,+14,,,11.0,108,,7.0,
95,Brunei,115,+1,,,11.0,104,1.0,263.0,
96,Afghanistan,110,+16,4.0,,2.0,104,,3.0,0.1
97,Venezuela,107,,1.0,,31.0,75,2.0,4.0,0.04
98,Sri Lanka,106,,,,7.0,99,5.0,5.0,
99,Ivory Coast,101,+5,,,3.0,98,,4.0,
100,Cambodia,99,+1,,,11.0,88,1.0,6.0,
101,Mauritius,94,+13,2.0,,,92,1.0,74.0,2.0
102,Belarus,94,+8,,,32.0,62,2.0,10.0,
103,Cameroon,91,+16,2.0,1.0,2.0,87,,3.0,0.08
104,Palestine,91,+5,1.0,,17.0,73,,18.0,0.2
105,Channel Islands,88,+22,1.0,,,87,,506.0,6.0
106,Uzbekistan,88,+13,1.0,1.0,5.0,82,8.0,3.0,0.03
107,Georgia,83,+4,,,14.0,69,1.0,21.0,
108,Montenegro,82,+13,1.0,,,81,1.0,131.0,2.0
109,Martinique,81,,1.0,,,80,12.0,216.0,3.0
110,Cuba,80,+13,2.0,,4.0,74,2.0,7.0,0.2
111,Guadeloupe,73,,1.0,,,72,4.0,182.0,2.0
112,Nigeria,70,+5,1.0,,3.0,66,,0.3,0.0
113,Honduras,68,+1,1.0,,,67,,7.0,0.1
114,Trinidad and Tobago,66,+1,2.0,1.0,1.0,63,,47.0,1.0
115,Bolivia,61,,,,,61,,5.0,
116,Kyrgyzstan,58,+14,,,,58,,9.0,
117,Liechtenstein,56,,,,,56,,1469.0,
118,Gibraltar,55,+20,,,14.0,41,,1632.0,
119,Rwanda,54,+4,,,,54,,4.0,
120,Paraguay,52,+11,3.0,,1.0,48,1.0,7.0,0.4
121,DRC,51,,3.0,,2.0,46,,0.6,0.03
122,Mayotte,50,+14,,,,50,,183.0,
123,Bangladesh,48,+4,5.0,,11.0,32,1.0,0.3,0.03
124,Monaco,42,+9,,,1.0,41,,1070.0,
125,Macao,34,+1,,,10.0,24,,52.0,
126,Aruba,33,+5,,,1.0,32,,309.0,
127,Kenya,31,,1.0,,1.0,29,2.0,0.6,0.02
128,French Polynesia,30,,,,,30,,107.0,
129,Isle of Man,29,+3,,,,29,,341.0,
130,Guatemala,28,+3,1.0,,4.0,23,1.0,2.0,0.06
131,French Guiana,28,,,,6.0,22,,94.0,
132,Jamaica,26,,1.0,,2.0,23,,9.0,0.3
133,Madagascar,26,+3,,,,26,,0.9,
134,Togo,25,+1,1.0,1.0,1.0,23,,3.0,0.1
135,Barbados,24,,,,,24,,84.0,
136,Uganda,23,+9,,,,23,,0.5,
137,Zambia,22,+6,,,,22,,1.0,
138,Bermuda,17,+2,,,2.0,15,,273.0,
139,Ethiopia,16,+4,,,,16,,0.1,
140,Maldives,16,+3,,,9.0,7,,30.0,
141,New Caledonia,15,+1,,,,15,,53.0,
142,El Salvador,13,,,,,13,,2.0,
143,Tanzania,13,,,,1.0,12,,0.2,
144,Djibouti,12,+1,,,,12,,12.0,
145,Equatorial Guinea,12,,,,,12,,9.0,
146,Dominica,11,,,,,11,,153.0,
147,Mali,11,+7,,,,11,,0.5,
148,Mongolia,11,,,,,11,,3.0,
149,Saint Martin,11,,,,,11,,284.0,
150,Niger,10,,1.0,,,9,,0.4,0.04
151,Bahamas,10,+1,,,1.0,9,,25.0,
152,Greenland,10,+4,,,2.0,8,,176.0,
153,Eswatini,9,+3,,,,9,,8.0,
154,Cayman Islands,8,,1.0,,,7,,122.0,15.0
155,Curaçao,8,+1,1.0,,2.0,5,,49.0,6.0
156,Guinea,8,+4,,,,8,,0.6,
157,Haiti,8,,,,,8,,0.7,
158,Myanmar,8,+3,,,,8,,0.1,
159,Namibia,8,,,,2.0,6,,3.0,
160,Suriname,8,,,,,8,,14.0,
161,Gabon,7,,1.0,,,6,,3.0,0.4
162,Antigua and Barbuda,7,,,,,7,,71.0,
163,Grenada,7,,,,,7,,62.0,
164,Mozambique,7,,,,,7,,0.2,
165,Seychelles,7,,,,,7,,71.0,
166,Benin,6,,,,,6,,0.5,
167,Eritrea,6,,,,,6,,2.0,
168,Laos,6,,,,,6,,0.8,
169,Cabo Verde,5,,1.0,,,4,,9.0,2.0
170,Guyana,5,,1.0,,,4,,6.0,1.0
171,Zimbabwe,5,+2,1.0,,,4,,0.3,0.07
172,Fiji,5,,,,,5,,6.0,
173,Montserrat,5,,,,,5,,1002.0,
174,St. Barth,5,+2,,,,5,,506.0,
175,Syria,5,,,,,5,,0.3,
176,Nepal,4,+1,,,1.0,3,,0.1,
177,Angola,4,,,,,4,,0.1,
178,Congo,4,,,,,4,,0.7,
179,Vatican City,4,,,,,4,,4994.0,
180,Gambia,3,,1.0,,,2,,1.0,0.4
181,Sudan,3,,1.0,,,2,,0.07,0.02
182,Bhutan,3,+1,,,,3,,4.0,
183,CAR,3,,,,,3,,0.6,
184,Chad,3,,,,,3,,0.2,
185,Liberia,3,,,,,3,,0.6,
186,Mauritania,3,,,,,3,,0.6,
187,Saint Lucia,3,,,,1.0,2,,16.0,
188,Sint Maarten,3,,,,,3,,70.0,
189,Somalia,3,+1,,,,3,,0.2,
190,Nicaragua,2,,1.0,1.0,,1,,0.3,0.2
191,Anguilla,2,,,,,2,,133.0,
192,Belize,2,,,,,2,,5.0,
193,British Virgin Islands,2,,,,,2,,66.0,
194,Guinea-Bissau,2,,,,,2,,1.0,
195,Saint Kitts and Nevis,2,,,,,2,,38.0,
196,Turks and Caicos,2,,,,,2,,52.0,
197,Libya,1,,,,,1,,0.1,
198,Papua New Guinea,1,,,,,1,,0.1,
199,St. Vincent Grenadines,1,,,,,1,,9.0,
200,Timor-Leste,1,,,,,1,,0.8,
201,Total:,593668,61803,27216.0,3143.0,132526.0,433926,23663.0,76.2,3.5
