,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Tot Deaths/1M pop
0,China,81340,55.0,3292.0,5.0,74588.0,3460,1034.0,57.0,2.0
1,USA,85594,159.0,1300.0,5.0,1868.0,82426,2122.0,259.0,4.0
2,Italy,80589,,8215.0,,10361.0,62013,3612.0,1333.0,136.0
3,Spain,57786,,4365.0,,7015.0,46406,3166.0,1236.0,93.0
4,Germany,43938,,267.0,,5673.0,37998,23.0,524.0,3.0
5,Iran,29406,,2234.0,,10457.0,16715,2746.0,350.0,27.0
6,France,29155,,1696.0,,4948.0,22511,3375.0,447.0,26.0
7,Switzerland,11811,,192.0,,131.0,11488,141.0,1365.0,22.0
8,UK,11658,,578.0,,135.0,10945,163.0,172.0,9.0
9,S. Korea,9332,91.0,139.0,8.0,4528.0,4665,59.0,182.0,3.0
10,Netherlands,7431,,434.0,,3.0,6994,761.0,434.0,25.0
11,Austria,6909,,49.0,,112.0,6748,96.0,767.0,5.0
12,Belgium,6235,,220.0,,675.0,5340,605.0,538.0,19.0
13,Canada,4043,,39.0,,228.0,3776,120.0,107.0,1.0
14,Turkey,3629,,75.0,,26.0,3528,136.0,43.0,0.9
15,Portugal,3544,,60.0,,43.0,3441,61.0,348.0,6.0
16,Norway,3372,,14.0,,6.0,3352,70.0,622.0,3.0
17,Australia,3050,,13.0,,170.0,2867,23.0,120.0,0.5
18,Brazil,2985,,77.0,,6.0,2902,18.0,14.0,0.4
19,Sweden,2840,,77.0,,16.0,2747,200.0,281.0,8.0
20,Israel,2693,,8.0,,68.0,2617,46.0,311.0,0.9
21,Malaysia,2031,,23.0,,215.0,1793,45.0,63.0,0.7
22,Czechia,1925,,9.0,,10.0,1906,34.0,180.0,0.8
23,Denmark,1877,,41.0,,1.0,1835,94.0,324.0,7.0
24,Ireland,1819,,19.0,,5.0,1795,47.0,368.0,4.0
25,Luxembourg,1453,,9.0,,6.0,1438,3.0,2321.0,14.0
26,Ecuador,1403,,34.0,,3.0,1366,58.0,80.0,2.0
27,Japan,1387,,47.0,,359.0,981,57.0,11.0,0.4
28,Chile,1306,,4.0,,22.0,1280,7.0,68.0,0.2
29,Poland,1221,,16.0,,7.0,1198,3.0,32.0,0.4
30,Pakistan,1201,,9.0,,21.0,1171,5.0,5.0,0.04
31,Thailand,1045,,4.0,,88.0,953,4.0,15.0,0.06
32,Romania,1029,,23.0,,94.0,912,29.0,53.0,1.0
33,Saudi Arabia,1012,,3.0,,33.0,976,6.0,29.0,0.09
34,Finland,958,,5.0,,10.0,943,24.0,173.0,0.9
35,South Africa,927,,,,12.0,915,2.0,16.0,
36,Indonesia,893,,78.0,,35.0,780,,3.0,0.3
37,Greece,892,,27.0,,36.0,829,53.0,86.0,3.0
38,Russia,840,,3.0,,38.0,799,8.0,6.0,0.02
39,Iceland,802,,2.0,,82.0,718,11.0,2350.0,6.0
40,India,727,,20.0,,45.0,662,,0.5,0.01
41,Diamond Princess,712,,10.0,,597.0,105,15.0,,
42,Philippines,707,,45.0,,28.0,634,1.0,6.0,0.4
43,Singapore,683,,2.0,,172.0,509,17.0,117.0,0.3
44,Panama,674,,9.0,,2.0,663,20.0,156.0,2.0
45,Argentina,589,,12.0,,72.0,505,,13.0,0.3
46,Mexico,585,110.0,8.0,2.0,4.0,573,1.0,5.0,0.06
47,Peru,580,,9.0,,14.0,557,14.0,18.0,0.3
48,Slovenia,562,,6.0,,10.0,546,14.0,270.0,3.0
49,Qatar,549,,,,43.0,506,6.0,191.0,
50,Estonia,538,,1.0,,8.0,529,6.0,406.0,0.8
51,Egypt,495,,24.0,,102.0,369,,5.0,0.2
52,Croatia,495,,3.0,,22.0,470,14.0,121.0,0.7
53,Colombia,491,,6.0,,8.0,477,,10.0,0.1
54,Dominican Republic,488,,10.0,,3.0,475,,45.0,0.9
55,Bahrain,458,,4.0,,204.0,250,1.0,269.0,2.0
56,Serbia,457,,7.0,,15.0,435,21.0,52.0,0.8
57,Hong Kong,454,,4.0,,110.0,340,5.0,61.0,0.5
58,Iraq,382,,36.0,,105.0,241,,9.0,0.9
59,Lebanon,368,,6.0,,23.0,339,3.0,54.0,0.9
60,New Zealand,368,,,,37.0,331,1.0,76.0,
61,Algeria,367,,25.0,,29.0,313,,8.0,0.6
62,UAE,333,,2.0,,52.0,279,2.0,34.0,0.2
63,Lithuania,299,,4.0,,1.0,294,1.0,110.0,1.0
64,Armenia,290,,1.0,,18.0,271,6.0,98.0,0.3
65,Morocco,275,,11.0,,8.0,256,1.0,7.0,0.3
66,Bulgaria,264,,3.0,,8.0,253,8.0,38.0,0.4
67,Hungary,261,,10.0,,28.0,223,6.0,27.0,1.0
68,Taiwan,252,,2.0,,29.0,221,,11.0,0.08
69,Latvia,244,,,,1.0,243,,129.0,
70,Uruguay,238,,,,,238,3.0,69.0,
71,Costa Rica,231,,2.0,,2.0,227,5.0,45.0,0.4
72,Slovakia,226,,,,2.0,224,2.0,41.0,
73,Andorra,224,,3.0,,1.0,220,6.0,2899.0,39.0
74,Jordan,212,,,,1.0,211,,21.0,
75,San Marino,208,,21.0,,4.0,183,12.0,6130.0,619.0
76,Kuwait,208,,,,49.0,159,7.0,49.0,
77,North Macedonia,201,,3.0,,3.0,195,1.0,96.0,1.0
78,Tunisia,197,,5.0,,2.0,190,10.0,17.0,0.4
79,Ukraine,196,,5.0,,1.0,190,,4.0,0.1
80,Bosnia and Herzegovina,191,,3.0,,2.0,186,1.0,58.0,0.9
81,Moldova,177,,1.0,,2.0,174,28.0,44.0,0.2
82,Albania,174,,6.0,,17.0,151,3.0,60.0,2.0
83,Vietnam,153,,,,20.0,133,3.0,2.0,
84,Burkina Faso,152,,7.0,,10.0,135,,7.0,0.3
85,Cyprus,146,,3.0,,4.0,139,3.0,121.0,2.0
86,Faeroe Islands,140,,,,47.0,93,,2865.0,
87,Réunion,135,,,,1.0,134,,151.0,
88,Malta,134,,,,2.0,132,1.0,303.0,
89,Ghana,132,,4.0,,1.0,127,,4.0,0.1
90,Azerbaijan,122,,3.0,,15.0,104,6.0,12.0,0.3
91,Brunei,114,,,,5.0,109,1.0,261.0,
92,Kazakhstan,113,,1.0,,2.0,110,,6.0,0.05
93,Oman,109,,,,23.0,86,,21.0,
94,Venezuela,107,,1.0,,15.0,91,2.0,4.0,0.04
95,Sri Lanka,106,,,,7.0,99,3.0,5.0,
96,Senegal,105,,,,9.0,96,,6.0,
97,Cambodia,98,,,,10.0,88,1.0,6.0,
98,Ivory Coast,96,,,,3.0,93,,4.0,
99,Afghanistan,94,,4.0,,2.0,88,,2.0,0.1
100,Palestine,86,,1.0,,17.0,68,,17.0,0.2
101,Belarus,86,,,,29.0,57,2.0,9.0,
102,Mauritius,81,,2.0,,,79,1.0,64.0,2.0
103,Martinique,81,,1.0,,,80,12.0,216.0,3.0
104,Georgia,79,,,,11.0,68,1.0,20.0,
105,Cameroon,75,,1.0,,2.0,72,,3.0,0.04
106,Uzbekistan,75,,,,,75,4.0,2.0,
107,Guadeloupe,73,,1.0,,,72,4.0,182.0,2.0
108,Montenegro,69,,1.0,,,68,1.0,110.0,2.0
109,Cuba,67,,2.0,,1.0,64,2.0,6.0,0.2
110,Honduras,67,,1.0,,,66,,7.0,0.1
111,Channel Islands,66,,1.0,,,65,,380.0,6.0
112,Nigeria,65,,1.0,,3.0,61,,0.3,0.0
