,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop
0,China,80967,39.0,3248.0,3.0,71150.0,6569,2136.0,56.0
1,Italy,41035,,3405.0,,4440.0,33190,2498.0,679.0
2,Iran,18407,,1284.0,,5979.0,11144,,219.0
3,Spain,18077,,831.0,,1107.0,16139,939.0,387.0
4,Germany,15439,119.0,44.0,,115.0,15280,2.0,184.0
5,USA,14366,577.0,217.0,10.0,125.0,14024,64.0,43.0
6,France,10995,,372.0,,1295.0,9328,1122.0,168.0
7,S. Korea,8652,87.0,94.0,3.0,2233.0,6325,59.0,169.0
8,Switzerland,4222,,43.0,,15.0,4164,,488.0
9,UK,3269,,144.0,,65.0,3060,20.0,48.0
10,Netherlands,2460,,76.0,,2.0,2382,45.0,144.0
11,Austria,2203,24.0,6.0,,9.0,2188,13.0,245.0
12,Belgium,1795,,21.0,,165.0,1609,130.0,155.0
13,Norway,1794,4.0,7.0,,1.0,1786,27.0,331.0
14,Sweden,1446,7.0,11.0,,16.0,1419,21.0,143.0
15,Denmark,1226,75.0,9.0,3.0,1.0,1216,30.0,212.0
16,Japan,963,20.0,33.0,,215.0,715,49.0,8.0
17,Malaysia,915,15.0,2.0,,75.0,838,16.0,28.0
18,Australia,876,120.0,7.0,,46.0,823,2.0,34.0
19,Canada,873,,12.0,,11.0,850,1.0,23.0
20,Portugal,786,,4.0,,4.0,778,20.0,77.0
21,Czechia,774,80.0,,,3.0,771,6.0,72.0
22,Diamond Princess,712,,7.0,,527.0,178,14.0,
23,Israel,677,,,,14.0,663,6.0,78.0
24,Brazil,647,7.0,7.0,,2.0,638,18.0,3.0
25,Ireland,557,,3.0,,5.0,549,6.0,113.0
26,Luxembourg,484,149.0,4.0,,6.0,474,1.0,773.0
27,Greece,464,,6.0,,19.0,439,16.0,45.0
28,Qatar,460,,,,10.0,450,6.0,160.0
29,Pakistan,456,2.0,3.0,1.0,13.0,440,,2.0
30,Finland,400,,,,10.0,390,2.0,72.0
31,Indonesia,369,60.0,32.0,7.0,17.0,320,,1.0
32,Poland,367,12.0,5.0,,13.0,349,3.0,10.0
33,Turkey,359,,4.0,,,355,,4.0
34,Singapore,345,,,,124.0,221,14.0,59.0
35,Chile,342,,,,,342,6.0,18.0
36,Iceland,330,,,,5.0,325,1.0,967.0
37,Thailand,322,50.0,1.0,,42.0,279,1.0,5.0
38,Slovenia,319,,1.0,,,318,6.0,153.0
39,Bahrain,279,,1.0,,110.0,168,4.0,164.0
40,Romania,277,,,,25.0,252,5.0,14.0
41,Saudi Arabia,274,,,,8.0,266,,8.0
42,Estonia,267,,,,1.0,266,1.0,201.0
43,Ecuador,260,,4.0,1.0,1.0,255,2.0,15.0
44,Egypt,256,,7.0,,42.0,207,,3.0
45,Hong Kong,256,48.0,4.0,,98.0,154,4.0,34.0
46,Peru,234,,3.0,2.0,1.0,230,7.0,7.0
47,Philippines,230,13.0,18.0,1.0,8.0,204,1.0,2.0
48,India,206,12.0,5.0,1.0,20.0,181,,0.1
49,Russia,199,,1.0,,9.0,189,,1.0
50,Iraq,192,,13.0,,49.0,130,,5.0
51,Mexico,164,46.0,1.0,,4.0,159,1.0,1.0
52,Kuwait,159,11.0,,,18.0,141,5.0,37.0
53,Lebanon,158,1.0,4.0,,4.0,150,3.0,23.0
54,South Africa,150,,,,,150,,3.0
55,San Marino,144,,14.0,,4.0,126,12.0,4244.0
56,UAE,140,,,,31.0,109,2.0,14.0
57,Panama,137,,1.0,,1.0,135,7.0,32.0
58,Armenia,136,14.0,,,1.0,135,2.0,46.0
59,Taiwan,135,27.0,2.0,1.0,28.0,105,,6.0
60,Argentina,128,,3.0,,3.0,122,,3.0
61,Colombia,128,20.0,,,1.0,127,,3.0
62,Slovakia,124,,,,,124,2.0,23.0
63,Serbia,118,15.0,,,2.0,116,4.0,14.0
64,Croatia,113,3.0,1.0,,5.0,107,,28.0
65,Bulgaria,112,5.0,3.0,,,109,,16.0
66,Latvia,111,25.0,,,1.0,110,,59.0
67,Uruguay,94,15.0,,,,94,,27.0
68,Algeria,90,,9.0,,32.0,49,,2.0
69,Costa Rica,89,2.0,2.0,1.0,,87,2.0,17.0
70,Vietnam,87,2.0,,,16.0,71,,0.9
71,Hungary,85,12.0,1.0,,7.0,77,6.0,9.0
72,Faeroe Islands,80,8.0,,,2.0,78,,1637.0
73,Andorra,74,,,,1.0,73,,958.0
74,Brunei,73,,,,,73,2.0,167.0
75,Belarus,69,18.0,,,15.0,54,,7.0
76,Jordan,69,,,,1.0,68,,7.0
77,Cyprus,67,,,,,67,1.0,55.0
78,Morocco,66,3.0,3.0,1.0,2.0,61,1.0,2.0
79,Sri Lanka,65,5.0,,,3.0,62,,3.0
80,Albania,64,,2.0,,,62,2.0,22.0
81,Bosnia and Herzegovina,64,,,,2.0,62,,20.0
82,Malta,53,,,,2.0,51,,120.0
83,Tunisia,50,11.0,1.0,,1.0,48,2.0,4.0
84,North Macedonia,50,,,,1.0,49,1.0,24.0
85,Moldova,49,,1.0,,1.0,47,3.0,12.0
86,Kazakhstan,49,5.0,,,,49,,3.0
87,Lithuania,48,,,,1.0,47,1.0,18.0
88,Oman,48,,,,13.0,35,,9.0
89,Cambodia,47,10.0,,,1.0,46,,3.0
90,Palestine,47,,,,,47,,9.0
91,Guadeloupe,45,12.0,,,,45,,112.0
92,Azerbaijan,44,,1.0,,7.0,36,,4.0
93,Georgia,43,3.0,,,1.0,42,1.0,11.0
94,Venezuela,42,,,,,42,,1.0
95,New Zealand,39,11.0,,,,39,,8.0
96,Senegal,36,,,,2.0,34,,2.0
97,Dominican Republic,34,,2.0,,,32,,3.0
98,Burkina Faso,33,,1.0,,,32,,2.0
99,Uzbekistan,33,10.0,,,,33,,1.0
100,Martinique,32,9.0,1.0,,,31,7.0,85.0
101,Liechtenstein,28,,,,,28,,734.0
102,Réunion,28,,,,,28,,31.0
103,Ukraine,26,,3.0,,,23,,0.6
104,Afghanistan,24,2.0,,,1.0,23,,0.6
105,Honduras,24,12.0,,,,24,,2.0
