,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Tot Deaths/1M pop
0,China,81285,+67,3287.0,6.0,74051.0,3947,1235.0,56.0,2.0
1,USA,74982,"+6,771",1078.0,51.0,1850.0,72054,1857.0,227.0,3.0
2,Italy,74386,,7503.0,,9362.0,57521,3489.0,1230.0,124.0
3,Spain,56197,"+6,682",4145.0,498.0,7015.0,45037,3166.0,1202.0,89.0
4,Germany,41519,"+4,196",239.0,33.0,5673.0,35607,23.0,496.0,3.0
5,Iran,29406,"+2,389",2234.0,157.0,10457.0,16715,2746.0,350.0,27.0
6,France,25233,,1331.0,,3900.0,20002,2827.0,387.0,20.0
7,Switzerland,11712,+815,191.0,38.0,131.0,11390,141.0,1353.0,22.0
8,UK,9849,+320,477.0,12.0,135.0,9237,163.0,145.0,7.0
9,S. Korea,9241,+104,131.0,5.0,4144.0,4966,59.0,180.0,3.0
10,Netherlands,7431,"+1,019",434.0,78.0,3.0,6994,582.0,434.0,25.0
11,Austria,6398,+810,49.0,18.0,112.0,6237,28.0,710.0,5.0
12,Belgium,6235,"+1,298",220.0,42.0,675.0,5340,605.0,538.0,19.0
13,Canada,3579,+170,36.0,,185.0,3358,35.0,95.0,1.0
14,Portugal,3544,+549,60.0,17.0,43.0,3441,61.0,348.0,6.0
15,Norway,3279,+195,14.0,,6.0,3259,70.0,605.0,3.0
16,Sweden,2840,+314,71.0,9.0,16.0,2753,176.0,281.0,7.0
17,Australia,2806,+130,13.0,2.0,170.0,2623,11.0,110.0,0.5
18,Israel,2666,+297,8.0,3.0,68.0,2590,39.0,308.0,0.9
19,Brazil,2598,+44,63.0,4.0,6.0,2529,18.0,12.0,0.3
20,Turkey,2433,,59.0,,26.0,2348,136.0,29.0,0.7
21,Malaysia,2031,+235,23.0,3.0,215.0,1793,45.0,63.0,0.7
22,Denmark,1851,+127,41.0,7.0,1.0,1809,94.0,320.0,7.0
23,Czechia,1775,+121,7.0,1.0,10.0,1758,34.0,166.0,0.7
24,Ireland,1564,,9.0,,5.0,1550,39.0,317.0,2.0
25,Japan,1399,+92,47.0,2.0,359.0,993,57.0,11.0,0.4
26,Ecuador,1382,+171,34.0,5.0,3.0,1345,2.0,78.0,2.0
27,Luxembourg,1333,,8.0,,6.0,1319,3.0,2129.0,13.0
28,Chile,1306,+164,4.0,1.0,22.0,1280,7.0,68.0,0.2
29,Pakistan,1130,+67,9.0,1.0,21.0,1100,5.0,5.0,0.04
30,Poland,1120,+69,14.0,,7.0,1099,3.0,30.0,0.4
31,Thailand,1045,+111,4.0,,88.0,953,4.0,15.0,0.06
32,Romania,1029,+123,18.0,1.0,94.0,917,29.0,53.0,0.9
33,Saudi Arabia,1012,+112,3.0,1.0,33.0,976,6.0,29.0,0.09
34,Finland,958,+78,5.0,2.0,10.0,943,24.0,173.0,0.9
35,South Africa,927,+218,,,12.0,915,2.0,16.0,
36,Indonesia,893,+103,78.0,20.0,35.0,780,,3.0,0.3
37,Russia,840,+182,3.0,,38.0,799,8.0,6.0,0.02
38,Greece,821,,23.0,1.0,36.0,762,53.0,79.0,2.0
39,Iceland,802,+65,2.0,,68.0,732,11.0,2350.0,6.0
40,India,719,+62,16.0,4.0,45.0,658,,0.5,0.01
41,Diamond Princess,712,,10.0,,597.0,105,15.0,,
42,Philippines,707,+71,45.0,7.0,28.0,634,1.0,6.0,0.4
43,Singapore,683,+52,2.0,,172.0,509,17.0,117.0,0.3
44,Slovenia,577,+49,6.0,1.0,10.0,561,14.0,278.0,3.0
45,Panama,558,,8.0,,2.0,548,20.0,129.0,2.0
46,Estonia,538,+134,1.0,,8.0,529,6.0,406.0,0.8
47,Qatar,537,,,,41.0,496,6.0,186.0,
48,Argentina,502,,8.0,,52.0,442,,11.0,0.2
49,Croatia,495,+53,2.0,1.0,22.0,471,14.0,121.0,0.5
50,Peru,480,,9.0,,1.0,470,9.0,15.0,0.3
51,Mexico,475,+70,6.0,1.0,4.0,465,1.0,4.0,0.05
52,Colombia,470,,4.0,,8.0,458,,9.0,0.08
53,Serbia,457,+73,7.0,3.0,15.0,435,21.0,52.0,0.8
54,Bahrain,457,+38,4.0,,204.0,249,1.0,269.0,2.0
55,Egypt,456,,21.0,,95.0,340,,4.0,0.2
56,Hong Kong,453,+42,4.0,,110.0,339,5.0,60.0,0.5
57,Dominican Republic,392,,10.0,,3.0,379,,36.0,0.9
58,Iraq,382,+36,36.0,7.0,105.0,241,,9.0,0.9
59,Lebanon,368,+35,6.0,,23.0,339,3.0,54.0,0.9
60,UAE,333,,2.0,,52.0,279,2.0,34.0,0.2
61,Algeria,302,,25.0,4.0,24.0,253,,7.0,0.6
62,Lithuania,290,+16,4.0,,1.0,285,1.0,107.0,1.0
63,Armenia,290,+25,1.0,1.0,18.0,271,6.0,98.0,0.3
64,New Zealand,283,,,,27.0,256,,59.0,
65,Bulgaria,264,+22,3.0,,8.0,253,8.0,38.0,0.4
66,Hungary,261,+35,10.0,,28.0,223,6.0,27.0,1.0
67,Taiwan,252,+17,2.0,,29.0,221,,11.0,0.08
68,Latvia,244,+23,,,1.0,243,,129.0,
69,Slovakia,226,+10,,,2.0,224,2.0,41.0,
70,Morocco,225,,6.0,,7.0,212,1.0,6.0,0.2
71,Andorra,224,+36,3.0,2.0,1.0,220,6.0,2899.0,39.0
72,Uruguay,217,,,,,217,3.0,62.0,
73,San Marino,208,,21.0,,4.0,183,12.0,6130.0,619.0
74,Kuwait,208,+13,,,49.0,159,7.0,49.0,
75,North Macedonia,201,+24,3.0,,3.0,195,1.0,96.0,1.0
76,Costa Rica,201,,2.0,,2.0,197,4.0,39.0,0.4
77,Tunisia,200,+27,6.0,1.0,2.0,192,10.0,17.0,0.5
78,Bosnia and Herzegovina,189,+13,3.0,,2.0,184,1.0,58.0,0.9
79,Moldova,177,+28,1.0,,2.0,174,28.0,44.0,0.2
80,Albania,174,+28,6.0,1.0,17.0,151,3.0,60.0,2.0
