,"Country, Other",Total Cases,New Cases,Total Deaths,NewDeaths,Total Recovered,"Serious, Critical",Region
0,China,77659,509.0,2663.0,71.0,27454.0,9126.0,Asia
1,S. Korea,893,60.0,9.0,1.0,22.0,6.0,Asia
2,Diamond Princess,691,,4.0,1.0,10.0,35.0,
3,Italy,231,2.0,7.0,,1.0,23.0,Europe
4,Japan,160,1.0,1.0,,23.0,7.0,Asia
5,Singapore,90,,,,53.0,7.0,Asia
6,Hong Kong,81,,2.0,,12.0,6.0,Asia
7,Iran,61,,14.0,2.0,3.0,,Asia
8,USA,53,,,,6.0,,N.America
9,Thailand,37,2.0,,,21.0,2.0,Asia
10,Taiwan,31,1.0,1.0,,5.0,1.0,Asia
11,Australia,22,,,,11.0,,Oceania
12,Malaysia,22,,,,20.0,,Asia
13,Germany,16,,,,14.0,,Europe
14,Vietnam,16,,,,16.0,,Asia
15,U.K.,13,,,,8.0,,Europe
16,U.A.E.,13,,,,3.0,2.0,Asia
17,France,12,,1.0,,11.0,,Europe
18,Canada,11,,,,3.0,,N.America
19,Macao,10,,,,5.0,,Asia
20,Kuwait,5,,,,,,Asia
21,Philippines,3,,1.0,,2.0,,Asia
22,India,3,,,,3.0,,Asia
23,Spain,3,,,,2.0,,Europe
24,Bahrain,2,,,,,,Asia
25,Israel,2,,,,,,Asia
26,Oman,2,,,,,,Asia
27,Russia,2,,,,2.0,,Europe
28,Afghanistan,1,,,,,,Asia
29,Belgium,1,,,,1.0,,Europe
30,Cambodia,1,,,,1.0,,Asia
31,Egypt,1,,,,1.0,,Africa
32,Finland,1,,,,1.0,,Europe
33,Iraq,1,,,,,,Asia
34,Lebanon,1,,,,,,Asia
35,Nepal,1,,,,1.0,,Asia
36,Sri Lanka,1,,,,1.0,,Asia
37,Sweden,1,,,,,,Europe
