,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop
0,China,81008,+41,3255.0,7.0,71740.0,6013,1927.0,56.0
1,Italy,47021,"+5,986",4032.0,627.0,5129.0,37860,2655.0,778.0
2,Spain,21571,"+3,494",1093.0,262.0,1588.0,18890,939.0,461.0
3,Germany,19848,"+4,528",68.0,24.0,180.0,19600,2.0,237.0
4,USA,19650,"+5,861",263.0,56.0,147.0,19240,64.0,59.0
5,Iran,19644,"+1,237",1433.0,149.0,6745.0,11466,,234.0
6,France,12612,"+1,617",450.0,78.0,1587.0,10575,1297.0,193.0
7,S. Korea,8799,+234,102.0,11.0,2612.0,6085,59.0,172.0
8,Switzerland,5615,"+1,393",56.0,13.0,15.0,5544,,649.0
9,UK,3983,+714,177.0,33.0,65.0,3741,20.0,59.0
10,Netherlands,2994,+534,106.0,30.0,2.0,2886,210.0,175.0
11,Austria,2649,+470,6.0,,9.0,2634,14.0,294.0
12,Belgium,2257,+462,37.0,16.0,204.0,2016,164.0,195.0
13,Norway,1959,+169,7.0,,1.0,1951,27.0,361.0
14,Sweden,1639,+200,16.0,5.0,16.0,1607,21.0,162.0
15,Denmark,1255,+104,9.0,3.0,1.0,1245,37.0,217.0
16,Canada,1087,+214,12.0,,14.0,1061,1.0,29.0
17,Malaysia,1030,+130,3.0,1.0,87.0,940,26.0,32.0
18,Portugal,1020,+234,6.0,2.0,5.0,1009,26.0,100.0
19,Brazil,970,+330,11.0,4.0,2.0,957,18.0,5.0
20,Japan,963,+20,33.0,,215.0,715,50.0,8.0
21,Australia,928,+172,7.0,,46.0,875,2.0,36.0
22,Czechia,833,+139,,,4.0,829,6.0,78.0
23,Diamond Princess,712,,8.0,1.0,527.0,177,14.0,
24,Israel,705,+28,1.0,1.0,15.0,689,10.0,81.0
25,Ireland,683,+126,3.0,,5.0,675,6.0,138.0
26,Turkey,670,+311,9.0,5.0,,661,,8.0
27,Pakistan,501,+47,3.0,1.0,13.0,485,,2.0
28,Greece,495,+31,10.0,4.0,19.0,466,20.0,47.0
29,Luxembourg,484,+149,5.0,1.0,6.0,473,1.0,773.0
30,Qatar,470,+10,,,10.0,460,6.0,163.0
31,Finland,450,+50,,,10.0,440,2.0,81.0
32,Chile,434,+92,,,6.0,428,7.0,23.0
33,Ecuador,426,+166,7.0,4.0,3.0,416,2.0,24.0
34,Poland,425,+70,5.0,,13.0,407,3.0,11.0
35,Iceland,409,+79,,,5.0,404,1.0,1199.0
36,Singapore,385,+40,,,131.0,254,14.0,66.0
37,Indonesia,369,+60,32.0,7.0,17.0,320,,1.0
38,Saudi Arabia,344,+70,,,8.0,336,,10.0
39,Slovenia,341,+22,1.0,,,340,9.0,164.0
40,Thailand,322,+50,1.0,,42.0,279,1.0,5.0
41,Romania,308,+31,,,31.0,277,11.0,16.0
42,Bahrain,298,+19,1.0,,125.0,172,4.0,175.0
43,Egypt,285,+29,8.0,1.0,42.0,235,,3.0
44,Estonia,283,+16,,,1.0,282,1.0,213.0
45,Peru,263,+29,4.0,3.0,1.0,258,5.0,8.0
46,Hong Kong,256,+48,4.0,,98.0,154,4.0,34.0
47,Russia,253,+54,1.0,,12.0,240,,2.0
48,India,249,+55,5.0,1.0,23.0,221,,0.2
49,Philippines,230,+13,18.0,1.0,8.0,204,1.0,2.0
50,Iraq,208,+16,17.0,4.0,49.0,142,,5.0
51,South Africa,202,+52,,,,202,,3.0
52,Panama,200,+63,1.0,,1.0,198,7.0,46.0
53,Lebanon,177,+20,4.0,,4.0,169,3.0,26.0
54,Mexico,164,+46,1.0,,4.0,159,1.0,1.0
55,Kuwait,159,+11,,,22.0,137,5.0,37.0
56,Argentina,158,+30,3.0,,3.0,152,,3.0
57,San Marino,151,+7,14.0,,4.0,133,12.0,4450.0
58,Colombia,145,+37,,,1.0,144,,3.0
59,UAE,140,,2.0,2.0,31.0,107,2.0,14.0
60,Slovakia,137,+13,,,,137,2.0,25.0
61,Armenia,136,+14,,,1.0,135,2.0,46.0
62,Taiwan,135,+27,2.0,1.0,28.0,105,,6.0
63,Serbia,135,+32,1.0,1.0,2.0,132,4.0,15.0
64,Croatia,130,+20,1.0,,5.0,124,,32.0
65,Bulgaria,127,+20,3.0,,1.0,123,,18.0
66,Costa Rica,113,+26,2.0,1.0,2.0,109,2.0,22.0
67,Latvia,111,+25,,,1.0,110,,59.0
68,Uruguay,110,+31,,,,110,,32.0
69,Algeria,94,+4,11.0,2.0,32.0,51,,2.0
70,Vietnam,91,+6,,,17.0,74,,0.9
71,Bosnia and Herzegovina,89,+25,,,2.0,87,1.0,27.0
72,Morocco,86,+23,3.0,1.0,2.0,81,1.0,2.0
73,Hungary,85,+12,4.0,3.0,7.0,74,6.0,9.0
74,Jordan,85,+16,,,1.0,84,,8.0
75,Faeroe Islands,80,+8,,,3.0,77,,1637.0
76,Brunei,78,+5,,,1.0,77,2.0,178.0
77,North Macedonia,76,+26,,,1.0,75,1.0,36.0
78,Andorra,75,+1,,,1.0,74,2.0,971.0
79,Cyprus,75,+8,,,,75,1.0,62.0
80,Sri Lanka,73,+13,,,3.0,70,,3.0
81,Dominican Republic,72,+38,2.0,,,70,,7.0
82,Albania,70,+6,2.0,,2.0,66,2.0,24.0
83,Belarus,69,+18,,,15.0,54,,7.0
84,Moldova,66,+17,1.0,,1.0,64,3.0,16.0
85,Venezuela,65,+23,,,1.0,64,,2.0
86,Malta,64,+11,,,2.0,62,1.0,145.0
87,Lithuania,63,+15,,,1.0,62,1.0,23.0
88,Tunisia,54,+15,1.0,,1.0,52,7.0,5.0
89,New Zealand,53,+25,,,,53,,11.0
90,Kazakhstan,52,+8,,,,52,,3.0
91,Guadeloupe,51,+18,1.0,1.0,,50,4.0,127.0
92,Cambodia,51,+14,,,1.0,50,,3.0
93,Oman,48,,,,13.0,35,,9.0
94,Palestine,48,+1,,,17.0,31,,9.0
95,Senegal,47,+11,,,5.0,42,,3.0
96,Azerbaijan,44,,1.0,,7.0,36,,4.0
97,Georgia,44,+4,,,1.0,43,1.0,11.0
98,Ukraine,41,+15,3.0,,1.0,37,,0.9
99,Burkina Faso,40,+7,1.0,,4.0,35,,2.0
100,Uzbekistan,33,+10,,,,33,,1.0
101,Martinique,32,+9,1.0,,,31,7.0,85.0
102,Liechtenstein,28,,,,,28,,734.0
103,Réunion,28,,,,,28,,31.0
104,Cameroon,27,+14,,,2.0,25,,1.0
105,Afghanistan,24,+2,,,1.0,23,,0.6
106,Honduras,24,+12,,,,24,,2.0
107,Cuba,21,+10,1.0,,,20,,2.0
108,Bangladesh,20,+2,1.0,,3.0,16,1.0,0.1
109,Jamaica,19,+4,1.0,,2.0,16,,6.0
110,DRC,18,+4,,,,18,,0.2
111,Paraguay,18,+5,,,,18,1.0,3.0
112,Macao,17,,,,10.0,7,,26.0
113,Rwanda,17,+6,,,,17,,1.0
114,Bolivia,16,+1,,,,16,,1.0
115,Ghana,16,+5,,,,16,,0.5
116,Guyana,15,+10,1.0,,,14,,19.0
117,French Guiana,15,,,,,15,,50.0
118,Guam,14,+2,,,,14,,83.0
119,Montenegro,14,+1,,,,14,,22.0
120,Puerto Rico,14,+8,,,,14,,5.0
121,Maldives,13,,,,2.0,11,,24.0
122,Guatemala,12,+3,1.0,,,11,,0.7
123,Nigeria,12,,,,1.0,11,,0.06
124,Channel Islands,12,+1,,,,12,,69.0
125,Mauritius,12,+5,,,,12,,9.0
126,Monaco,11,+1,,,,11,,280.0
127,French Polynesia,11,+5,,,,11,,39.0
128,Gibraltar,10,,,,2.0,8,,297.0
129,Ivory Coast,9,,,,1.0,8,,0.3
130,Ethiopia,9,+2,,,,9,,0.08
131,Togo,9,+8,,,,9,,1.0
132,Trinidad and Tobago,9,,,,,9,,6.0
133,Kenya,7,,,,,7,,0.1
134,Seychelles,7,+1,,,,7,,71.0
135,Barbados,6,+1,,,,6,,21.0
136,Equatorial Guinea,6,,,,,6,,4.0
137,Kyrgyzstan,6,+3,,,,6,,0.9
138,Mayotte,6,+2,,,,6,,22.0
139,Mongolia,6,,,,,6,,2.0
140,Tanzania,6,,,,,6,,0.1
141,Aruba,5,,,,1.0,4,,47.0
142,Gabon,4,+1,1.0,1.0,,3,,2.0
143,Bahamas,4,+1,,,,4,,10.0
144,Saint Martin,4,+1,,,,4,,103.0
145,Suriname,4,+3,,,,4,,7.0
146,Cayman Islands,3,,1.0,,,2,,46.0
147,Curaçao,3,,1.0,,,2,,18.0
148,CAR,3,+2,,,,3,,0.6
149,Congo,3,,,,,3,,0.5
150,Madagascar,3,+3,,,,3,,0.1
151,Namibia,3,,,,,3,,1.0
152,St. Barth,3,,,,,3,,304.0
153,U.S. Virgin Islands,3,,,,,3,,29.0
154,Sudan,2,,1.0,,,1,,0.05
155,Benin,2,,,,,2,,0.2
156,Bermuda,2,,,,,2,,32.0
157,Bhutan,2,+1,,,,2,,3.0
158,Greenland,2,,,,,2,,35.0
159,Guinea,2,+1,,,,2,,0.2
160,Haiti,2,+2,,,,2,,0.2
161,Isle of Man,2,+1,,,,2,,24.0
162,Liberia,2,,,,,2,,0.4
163,Mauritania,2,,,,,2,,0.4
164,New Caledonia,2,,,,,2,,7.0
165,Nicaragua,2,+1,,,,2,,0.3
166,Saint Lucia,2,,,,,2,,11.0
167,Zambia,2,,,,,2,,0.1
168,Nepal,1,,,,1.0,0,,0.03
169,Angola,1,+1,,,,1,,0.03
170,Antigua and Barbuda,1,,,,,1,,10.0
171,Cabo Verde,1,+1,,,,1,,2.0
172,Chad,1,,,,,1,,0.06
173,Djibouti,1,,,,,1,,1.0
174,El Salvador,1,,,,,1,,0.2
175,Fiji,1,,,,,1,,1.0
176,Gambia,1,,,,,1,,0.4
177,Vatican City,1,,,,,1,,1248.0
178,Montserrat,1,,,,,1,,200.0
179,Niger,1,,,,,1,,0.04
180,Papua New Guinea,1,+1,,,,1,,0.1
181,St. Vincent Grenadines,1,,,,,1,,9.0
182,Sint Maarten,1,,,,,1,,23.0
