,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
0,World,4012848,"+3,557",276216.0,240.0,1385184.0,2351448,48699.0,515.0,35.4,,
1,USA,1321785,,78615.0,,223603.0,1019567,16978.0,3993.0,238.0,8636435.0,26092.0
2,Spain,260117,,26299.0,,168408.0,65410,2075.0,5563.0,562.0,1932455.0,41332.0
3,Italy,217185,,30201.0,,99023.0,87961,1168.0,3592.0,500.0,2445063.0,40440.0
4,UK,211364,,31241.0,,,179779,1559.0,3114.0,460.0,1631561.0,24034.0
5,Russia,187859,,1723.0,,26608.0,159528,2300.0,1287.0,12.0,4980000.0,34125.0
6,France,176079,,26230.0,,55782.0,94067,2868.0,2698.0,402.0,1384633.0,21213.0
7,Germany,170588,,7510.0,,141700.0,21378,1712.0,2036.0,90.0,2755770.0,32891.0
8,Brazil,146894,"+1,002",10017.0,25.0,59297.0,77580,8318.0,691.0,47.0,339552.0,1597.0
9,Turkey,135569,,3689.0,,86396.0,45484,1219.0,1607.0,44.0,1298806.0,15400.0
10,Iran,104691,,6541.0,,83837.0,14313,2711.0,1246.0,78.0,558899.0,6654.0
11,Canada,66434,,4569.0,,30406.0,31459,502.0,1760.0,121.0,1032088.0,27346.0
12,Peru,61847,,1714.0,,19012.0,41121,730.0,1876.0,52.0,473190.0,14351.0
13,India,59695,,1985.0,,17887.0,39823,,43.0,1.0,1437788.0,1042.0
14,Belgium,52011,,8521.0,,13201.0,30289,508.0,4488.0,735.0,515233.0,44456.0
15,Netherlands,42093,,5359.0,,,36484,564.0,2457.0,313.0,249655.0,14570.0
16,Saudi Arabia,35432,,229.0,,9120.0,26083,141.0,1018.0,7.0,418722.0,12027.0
17,Mexico,31522,"+1,906",3160.0,199.0,20314.0,8048,378.0,244.0,25.0,123446.0,957.0
18,Switzerland,30207,,1823.0,,26100.0,2284,101.0,3490.0,211.0,301675.0,34857.0
19,Ecuador,28818,,1704.0,,3433.0,23681,156.0,1633.0,97.0,82312.0,4665.0
20,Portugal,27268,,1114.0,,2422.0,23732,127.0,2674.0,109.0,501718.0,49204.0
21,Pakistan,26435,,599.0,,7530.0,18306,111.0,120.0,3.0,257247.0,1165.0
22,Chile,25972,,294.0,,12160.0,13518,508.0,1359.0,15.0,255961.0,13390.0
23,Sweden,25265,,3175.0,,4971.0,17119,425.0,2502.0,314.0,148500.0,14704.0
24,Ireland,22541,,1429.0,,17110.0,4002,76.0,4565.0,289.0,214761.0,43493.0
25,Singapore,21707,,20.0,,2040.0,19647,22.0,3710.0,3.0,175604.0,30016.0
26,Belarus,21101,,121.0,,5484.0,15496,92.0,2233.0,13.0,240146.0,25414.0
27,Qatar,20201,,12.0,,2370.0,17819,72.0,7012.0,4.0,120458.0,41810.0
28,UAE,16793,,174.0,,3837.0,12782,1.0,1698.0,18.0,1200000.0,121330.0
29,Israel,16436,,245.0,,11229.0,4962,78.0,1899.0,28.0,442925.0,51172.0
30,Austria,15774,,614.0,,13836.0,1324,81.0,1751.0,68.0,304069.0,33761.0
31,Japan,15575,,590.0,,5146.0,9839,300.0,123.0,5.0,202013.0,1597.0
32,Poland,15366,,776.0,,5184.0,9406,160.0,406.0,21.0,443506.0,11719.0
33,Romania,14811,,923.0,,6423.0,7465,232.0,770.0,48.0,237280.0,12334.0
34,Ukraine,14195,,361.0,,2706.0,11128,178.0,325.0,8.0,159155.0,3639.0
35,Bangladesh,13134,,206.0,,2101.0,10827,1.0,80.0,1.0,111401.0,676.0
36,Indonesia,13112,,943.0,,2494.0,9675,,48.0,3.0,143781.0,526.0
37,S. Korea,10840,+18,256.0,,9568.0,1016,55.0,211.0,5.0,660030.0,12874.0
38,Philippines,10463,,696.0,,1734.0,8033,31.0,95.0,6.0,151080.0,1379.0
39,Denmark,10218,,522.0,,7927.0,1769,43.0,1764.0,90.0,298488.0,51533.0
40,Colombia,10051,,428.0,,2424.0,7199,130.0,198.0,8.0,139739.0,2746.0
41,Serbia,9943,,209.0,,2453.0,7281,45.0,1138.0,24.0,128805.0,14742.0
42,Dominican Republic,9376,,380.0,,2286.0,6710,134.0,864.0,35.0,38543.0,3553.0
43,South Africa,8895,,178.0,,3153.0,5564,77.0,150.0,3.0,307752.0,5189.0
44,Egypt,8476,,503.0,,1945.0,6028,41.0,83.0,5.0,90000.0,879.0
45,Czechia,8077,,273.0,,4413.0,3391,258.0,754.0,25.0,293992.0,27453.0
46,Panama,8070,+202,231.0,6.0,886.0,6953,85.0,1870.0,54.0,40356.0,9353.0
47,Norway,8070,,218.0,,32.0,7820,27.0,1489.0,40.0,195921.0,36140.0
48,Kuwait,7208,,47.0,,2466.0,4695,91.0,1688.0,11.0,196397.0,45988.0
49,Australia,6918,+4,97.0,,6122.0,699,21.0,271.0,4.0,757250.0,29696.0
50,Malaysia,6535,,107.0,,4864.0,1564,18.0,202.0,3.0,245102.0,7573.0
51,Finland,5738,,260.0,,4000.0,1478,45.0,1036.0,47.0,116500.0,21026.0
52,Morocco,5711,,186.0,,2324.0,3201,1.0,155.0,5.0,59871.0,1622.0
53,Argentina,5611,,293.0,,1659.0,3659,148.0,124.0,6.0,77901.0,1724.0
54,Algeria,5369,,488.0,,2467.0,2414,22.0,122.0,11.0,6500.0,148.0
55,Kazakhstan,4834,,31.0,,1631.0,3172,31.0,257.0,2.0,371126.0,19765.0
56,Moldova,4728,,150.0,,1826.0,2752,237.0,1172.0,37.0,20447.0,5069.0
57,Bahrain,4444,,8.0,,2028.0,2408,2.0,2612.0,5.0,172158.0,101176.0
58,Ghana,4012,,18.0,,323.0,3671,8.0,129.0,0.6,149948.0,4826.0
59,Nigeria,3912,,117.0,,679.0,3116,4.0,19.0,0.6,23835.0,116.0
60,Luxembourg,3871,,100.0,,3526.0,245,16.0,6184.0,160.0,53257.0,85078.0
61,Afghanistan,3778,,109.0,,472.0,3197,7.0,97.0,3.0,14389.0,370.0
62,Hungary,3178,,392.0,,865.0,1921,74.0,329.0,41.0,99058.0,10254.0
63,Oman,3112,,16.0,,1025.0,2071,17.0,609.0,3.0,50000.0,9791.0
64,Armenia,3029,,43.0,,1218.0,1768,10.0,1022.0,15.0,29205.0,9856.0
65,Thailand,3000,,55.0,,2784.0,161,61.0,43.0,0.8,227860.0,3264.0
66,Greece,2691,,150.0,,1374.0,1167,32.0,258.0,14.0,94991.0,9114.0
67,Iraq,2603,,104.0,,1661.0,838,,65.0,3.0,122941.0,3057.0
68,Uzbekistan,2325,,10.0,,1775.0,540,8.0,69.0,0.3,325000.0,9710.0
69,Azerbaijan,2279,,28.0,,1576.0,675,18.0,225.0,3.0,181530.0,17904.0
70,Cameroon,2267,,108.0,,1002.0,1157,12.0,85.0,4.0,,
